+====================================================================+
| HIGHEST WINNERS (52-WEEK METRIC)                                   |
+====================================================================+
| Date: 09/09/2026 | Processed entries: 485                          |
+----------+------------------------+----------+----------+----------+
| Symbol   | Company                | Price    | 52W High | Distance |
| XYL      | Xylem Inc.             |   108.81 |   154.27 |   29.47% |
| BX       | Blackstone Inc.        |   133.97 |   190.09 |   29.52% |
| LUV      | Southwest Airlines     |    38.67 |    55.11 |   29.83% |
| SYK      | Stryker Corporation    |   276.43 |   395.90 |   30.18% |
| IBM      | IBM                    |   232.09 |   332.46 |   30.19% |
| UHS      | Universal Health Se... |   171.89 |   246.33 |   30.22% |
| TRMB     | Trimble Inc.           |    58.78 |    84.42 |   30.37% |
| KKR      | KKR                    |   105.73 |   152.10 |   30.49% |
| ADBE     | Adobe Inc.             |   257.26 |   370.86 |   30.63% |
| MCHP     | Microchip Technology   |    73.38 |   105.91 |   30.71% |
| DOW      | Dow Inc.               |    29.57 |    42.74 |   30.81% |
| VST      | Vistra Corp.           |   151.72 |   219.82 |   30.98% |
| NOW      | ServiceNow             |   134.21 |   194.73 |   31.08% |
| CTSH     | Cognizant              |    59.92 |    87.03 |   31.15% |
| LOW      | Lowe's                 |   200.80 |   293.06 |   31.48% |
| SMCI     | Supermicro             |    40.26 |    58.78 |   31.51% |
| WYNN     | Wynn Resorts           |    92.22 |   134.72 |   31.55% |
| CDNS     | Cadence Design Systems |   284.11 |   416.69 |   31.82% |
| CCL      | Carnival               |    23.20 |    34.03 |   31.82% |
| IDXX     | Idexx Laboratories     |   520.21 |   769.98 |   32.44% |
| DECK     | Deckers Brands         |    82.60 |   122.29 |   32.46% |
| LHX      | L3Harris               |   255.74 |   379.23 |   32.56% |
| PYPL     | PayPal                 |    53.18 |    79.22 |   32.87% |
| LKQ      | LKQ Corporation        |    24.90 |    37.13 |   32.94% |
| NOC      | Northrop Grumman       |   518.58 |   774.00 |   33.00% |
| QCOM     | Qualcomm               |   174.09 |   259.92 |   33.02% |
| FSLR     | First Solar            |   213.25 |   320.95 |   33.56% |
| CPRT     | Copart                 |    32.60 |    49.11 |   33.62% |
| BR       | Broadridge Financia... |   168.62 |   255.74 |   34.07% |
| NXPI     | NXP Semiconductors     |   223.87 |   339.95 |   34.15% |
| VRSK     | Verisk Analytics       |   175.49 |   268.19 |   34.57% |
| ADSK     | Autodesk               |   212.21 |   326.71 |   35.05% |
| IT       | Gartner                |   172.59 |   265.85 |   35.08% |
| GNRC     | Generac                |   190.21 |   296.44 |   35.84% |
| AMAT     | Applied Materials      |   472.79 |   739.67 |   36.08% |
| AKAM     | Akamai Technologies    |   105.61 |   165.45 |   36.17% |
| AXON     | Axon Enterprise        |   505.43 |   792.16 |   36.20% |
| CPB      | Campbell Soup Company  |    21.76 |    34.17 |   36.32% |
| EFX      | Equifax                |   171.62 |   271.84 |   36.87% |
| CE       | Celanese               |    44.53 |    70.70 |   37.02% |
| NRG      | NRG Energy             |   119.64 |   189.96 |   37.02% |
| LDOS     | Leidos                 |   129.24 |   205.77 |   37.19% |
| HII      | Huntington Ingalls ... |   287.67 |   460.00 |   37.46% |
| LVS      | Las Vegas Sands        |    43.98 |    70.45 |   37.57% |
| PTC      | PTC Inc.               |   133.25 |   213.48 |   37.58% |
| GDDY     | GoDaddy                |    92.88 |   150.47 |   38.27% |
| ACN      | Accenture              |   179.03 |   291.09 |   38.50% |
| KLAC     | KLA Corporation        |   188.98 |   307.37 |   38.52% |
| TYL      | Tyler Technologies     |   347.82 |   566.34 |   38.58% |
| GLW      | Corning Inc.           |   165.96 |   271.78 |   38.94% |
| NFLX     | Netflix                |    76.77 |   126.70 |   39.41% |
| WDC      | Western Digital        |   477.30 |   799.87 |   40.33% |
| ALB      | Albemarle Corporation  |   129.57 |   221.00 |   41.37% |
| TSCO     | Tractor Supply         |    35.29 |    60.86 |   42.01% |
| ISRG     | Intuitive Surgical     |   350.16 |   603.88 |   42.01% |
| ARE      | Alexandria Real Est... |    50.77 |    88.24 |   42.46% |
| LEN      | Lennar                 |    80.37 |   141.84 |   43.34% |
| NCLH     | Norwegian Cruise Li... |    15.39 |    27.18 |   43.38% |
| FIS      | Fidelity National I... |    39.42 |    70.27 |   43.90% |
| AMTM     | Amentum                |    20.14 |    38.11 |   47.15% |
| ROL      | Rollins Inc.           |    34.95 |    66.14 |   47.16% |
| POOL     | Pool Corporation       |   177.34 |   336.15 |   47.24% |
| ON       | ON Semiconductor       |    71.08 |   134.92 |   47.32% |
| ENPH     | Enphase Energy         |    38.83 |    73.74 |   47.34% |
| EPAM     | EPAM Systems           |   115.31 |   222.53 |   48.18% |
| PNR      | Pentair                |    58.62 |   113.95 |   48.56% |
| APTV     | Aptiv                  |    45.73 |    88.93 |   48.58% |
| CHTR     | Charter Communications |   145.74 |   285.82 |   49.01% |
| NKE      | Nike Inc.              |    38.10 |    76.97 |   50.50% |
| ZTS      | Zoetis                 |    73.56 |   152.00 |   51.61% |
| ORCL     | Oracle Corporation     |   162.52 |   345.72 |   52.99% |
| FICO     | Fair Isaac             |   933.30 |  1998.01 |   53.29% |
| LULU     | Lululemon Athletica    |   103.19 |   225.98 |   54.34% |
| INTU     | Intuit                 |   318.93 |   705.08 |   54.77% |
| BLDR     | Builders FirstSource   |    62.58 |   148.91 |   57.97% |
| BSX      | Boston Scientific      |    44.98 |   109.50 |   58.92% |
| PODD     | Insulet Corporation    |   142.28 |   354.88 |   59.91% |
| CSGP     | CoStar Group           |    30.34 |    90.72 |   66.56% |
| FMC      | FMC Corporation        |    12.81 |    38.68 |   66.88% |
| PARA     | Paramount Global       |     1.05 |    79.60 |   98.68% |
+----------+------------------------+----------+----------+----------+
