+================================================================+
| TOP MARKET CAP COMPANIES                                       |
+================================================================+
| Date: 10/09/2026 | Processed entries: 485                      |
+--------------------+----------+--------------------------------+
| Market Cap         | Symbol   | Company                        |
|     11,066,781,696 | HII      | Huntington Ingalls Industries  |
|     11,040,004,096 | LULU     | Lululemon Athletica            |
|     11,003,505,664 | GNRC     | Generac                        |
|     10,925,871,104 | DECK     | Deckers Brands                 |
|     10,863,414,272 | ALGN     | Align Technology               |
|     10,837,836,800 | CLX      | Clorox                         |
|     10,715,750,400 | IT       | Gartner                        |
|     10,634,455,040 | DPZ      | Domino's                       |
|     10,573,160,448 | AES      | AES Corporation                |
|     10,402,911,232 | MGM      | MGM Resorts                    |
|     10,359,860,224 | UHS      | Universal Health Services      |
|     10,133,585,920 | MOH      | Molina Healthcare              |
|     10,067,095,552 | FRT      | Federal Realty Investment T... |
|      9,928,833,024 | FDS      | FactSet                        |
|      9,803,952,128 | HSIC     | Henry Schein                   |
|      9,716,540,416 | PAYC     | Paycom                         |
|      9,664,232,448 | MTCH     | Match Group                    |
|      9,565,331,456 | PODD     | Insulet Corporation            |
|      9,291,334,656 | WYNN     | Wynn Resorts                   |
|      9,284,444,160 | QRVO     | Qorvo                          |
|      9,241,758,720 | APTV     | Aptiv                          |
|      9,180,191,744 | PNR      | Pentair                        |
|      8,666,418,176 | MHK      | Mohawk Industries              |
|      8,663,276,544 | ARE      | Alexandria Real Estate Equi... |
|      8,555,820,544 | KMX      | CarMax                         |
|      8,332,044,800 | MOS      | Mosaic Company (The)           |
|      7,859,593,216 | AOS      | A. O. Smith                    |
|      7,813,081,088 | EMN      | Eastman Chemical Company       |
|      7,231,126,528 | CAG      | Conagra Brands                 |
|      7,174,747,136 | TAP      | Molson Coors Beverage Company  |
|      6,818,939,392 | NCLH     | Norwegian Cruise Line Holdings |
|      6,617,064,448 | LW       | Lamb Weston                    |
|      6,605,346,304 | BLDR     | Builders FirstSource           |
|      6,524,752,384 | CPB      | Campbell Soup Company          |
|      6,465,745,920 | POOL     | Pool Corporation               |
|      6,120,120,320 | LKQ      | LKQ Corporation                |
|      6,046,074,368 | CZR      | Caesars Entertainment          |
|      5,915,995,136 | EPAM     | EPAM Systems                   |
|      5,750,781,440 | TFX      | Teleflex                       |
|      5,745,591,296 | MKTX     | MarketAxess                    |
|      4,878,340,096 | CE       | Celanese                       |
|      4,852,351,488 | ENPH     | Enphase Energy                 |
|      4,721,418,752 | AMTM     | Amentum                        |
|      1,539,037,824 | FMC      | FMC Corporation                |
|          3,764,018 | PARA     | Paramount Global               |
+--------------------+----------+--------------------------------+
