+====================================================================+
| HIGHEST WINNERS (52-WEEK METRIC)                                   |
+====================================================================+
| Date: 07/09/2026 | Processed entries: 485                          |
+----------+------------------------+----------+----------+----------+
| Symbol   | Company                | Price    | 52W High | Distance |
| KKR      | KKR                    |   107.73 |   152.10 |   29.17% |
| IBM      | IBM                    |   234.89 |   332.46 |   29.35% |
| TRMB     | Trimble Inc.           |    59.47 |    84.42 |   29.55% |
| CDNS     | Cadence Design Systems |   292.70 |   416.69 |   29.76% |
| CHRW     | C.H. Robinson          |   147.64 |   210.33 |   29.81% |
| DECK     | Deckers Brands         |    85.81 |   122.29 |   29.83% |
| LRCX     | Lam Research           |   307.65 |   438.50 |   29.84% |
| IT       | Gartner                |   186.42 |   265.85 |   29.88% |
| MCHP     | Microchip Technology   |    74.17 |   105.91 |   29.97% |
| MOS      | Mosaic Company (The)   |    25.85 |    36.99 |   30.12% |
| LOW      | Lowe's                 |   204.45 |   293.06 |   30.24% |
| EIX      | Edison International   |    56.77 |    81.62 |   30.45% |
| IDXX     | Idexx Laboratories     |   535.38 |   769.98 |   30.47% |
| PYPL     | PayPal                 |    54.96 |    79.22 |   30.62% |
| CCL      | Carnival               |    23.51 |    34.03 |   30.91% |
| DOW      | Dow Inc.               |    29.44 |    42.74 |   31.12% |
| UHS      | Universal Health Se... |   169.65 |   246.33 |   31.13% |
| LKQ      | LKQ Corporation        |    25.54 |    37.13 |   31.21% |
| CPRT     | Copart                 |    33.72 |    49.16 |   31.41% |
| XYL      | Xylem Inc.             |   105.69 |   154.27 |   31.49% |
| WYNN     | Wynn Resorts           |    91.54 |   134.72 |   32.05% |
| VST      | Vistra Corp.           |   149.30 |   219.82 |   32.08% |
| VRSK     | Verisk Analytics       |   185.79 |   273.83 |   32.15% |
| LHX      | L3Harris               |   256.45 |   379.23 |   32.38% |
| BR       | Broadridge Financia... |   172.88 |   255.74 |   32.40% |
| SMCI     | Supermicro             |    39.59 |    58.78 |   32.65% |
| GDDY     | GoDaddy                |   101.31 |   150.47 |   32.67% |
| INTC     | Intel                  |    95.80 |   142.35 |   32.70% |
| NXPI     | NXP Semiconductors     |   227.84 |   339.95 |   32.98% |
| NOC      | Northrop Grumman       |   514.98 |   774.00 |   33.47% |
| ADSK     | Autodesk               |   217.90 |   329.09 |   33.79% |
| PTC      | PTC Inc.               |   141.02 |   215.22 |   34.48% |
| EFX      | Equifax                |   177.05 |   271.84 |   34.87% |
| AXON     | Axon Enterprise        |   515.67 |   792.16 |   34.90% |
| QCOM     | Qualcomm               |   168.74 |   259.92 |   35.08% |
| LDOS     | Leidos                 |   133.05 |   205.77 |   35.34% |
| TYL      | Tyler Technologies     |   364.03 |   566.58 |   35.75% |
| ACN      | Accenture              |   186.72 |   291.09 |   35.85% |
| SNPS     | Synopsys               |   393.84 |   615.79 |   36.04% |
| FSLR     | First Solar            |   204.45 |   320.95 |   36.30% |
| AKAM     | Akamai Technologies    |   105.22 |   165.45 |   36.40% |
| GNRC     | Generac                |   187.35 |   296.44 |   36.80% |
| CE       | Celanese               |    44.67 |    70.70 |   36.82% |
| LVS      | Las Vegas Sands        |    44.37 |    70.45 |   37.02% |
| NRG      | NRG Energy             |   119.02 |   189.96 |   37.34% |
| CPB      | Campbell Soup Company  |    21.38 |    34.17 |   37.43% |
| HII      | Huntington Ingalls ... |   285.93 |   460.00 |   37.84% |
| NFLX     | Netflix                |    78.25 |   126.70 |   38.24% |
| AMAT     | Applied Materials      |   454.71 |   739.67 |   38.53% |
| ISRG     | Intuitive Surgical     |   366.70 |   603.88 |   39.28% |
| KLAC     | KLA Corporation        |   185.60 |   307.37 |   39.62% |
| ARE      | Alexandria Real Est... |    52.65 |    88.24 |   40.33% |
| FIS      | Fidelity National I... |    41.89 |    70.27 |   40.39% |
| LEN      | Lennar                 |    83.58 |   142.61 |   41.39% |
| WDC      | Western Digital        |   467.46 |   799.87 |   41.56% |
| TSCO     | Tractor Supply         |    34.99 |    60.86 |   42.51% |
| NCLH     | Norwegian Cruise Li... |    15.57 |    27.18 |   42.72% |
| ALB      | Albemarle Corporation  |   126.28 |   221.00 |   42.86% |
| GLW      | Corning Inc.           |   154.30 |   271.78 |   43.23% |
| ON       | ON Semiconductor       |    74.38 |   134.92 |   44.87% |
| POOL     | Pool Corporation       |   185.22 |   336.15 |   44.90% |
| ROL      | Rollins Inc.           |    35.86 |    66.14 |   45.78% |
| APTV     | Aptiv                  |    47.95 |    88.93 |   46.08% |
| CHTR     | Charter Communications |   151.99 |   285.82 |   46.82% |
| PNR      | Pentair                |    60.21 |   113.95 |   47.16% |
| AMTM     | Amentum                |    20.06 |    38.11 |   47.36% |
| EPAM     | EPAM Systems           |   117.04 |   222.53 |   47.40% |
| NKE      | Nike Inc.              |    38.40 |    76.97 |   50.11% |
| ZTS      | Zoetis                 |    75.81 |   152.97 |   50.44% |
| ENPH     | Enphase Energy         |    36.37 |    73.74 |   50.68% |
| INTU     | Intuit                 |   332.70 |   705.08 |   52.81% |
| FICO     | Fair Isaac             |   932.26 |  1998.01 |   53.34% |
| ORCL     | Oracle Corporation     |   158.78 |   345.72 |   54.07% |
| LULU     | Lululemon Athletica    |   100.61 |   225.98 |   55.48% |
| BLDR     | Builders FirstSource   |    65.79 |   149.35 |   55.95% |
| BSX      | Boston Scientific      |    47.80 |   109.50 |   56.35% |
| PODD     | Insulet Corporation    |   147.48 |   354.88 |   58.44% |
| CSGP     | CoStar Group           |    30.91 |    91.01 |   66.04% |
| FMC      | FMC Corporation        |    12.97 |    38.68 |   66.47% |
| PARA     | Paramount Global       |     1.01 |    79.60 |   98.73% |
+----------+------------------------+----------+----------+----------+
