+====================================================================+
| HIGHEST WINNERS (52-WEEK METRIC)                                   |
+====================================================================+
| Date: 12/09/2026 | Processed entries: 485                          |
+----------+------------------------+----------+----------+----------+
| Symbol   | Company                | Price    | 52W High | Distance |
| CEG      | Constellation Energy   |   284.75 |   412.70 |   31.00% |
| CTSH     | Cognizant              |    60.00 |    87.03 |   31.06% |
| EIX      | Edison International   |    56.00 |    81.62 |   31.39% |
| BRO      | Brown & Brown          |    66.19 |    96.55 |   31.44% |
| IP       | International Paper    |    34.36 |    50.25 |   31.62% |
| DPZ      | Domino's               |   311.60 |   455.72 |   31.62% |
| TRMB     | Trimble Inc.           |    57.66 |    84.42 |   31.70% |
| SMCI     | Supermicro             |    40.10 |    58.78 |   31.78% |
| MOS      | Mosaic Company (The)   |    25.19 |    36.99 |   31.90% |
| CLX      | Clorox                 |    87.76 |   128.90 |   31.92% |
| NOW      | ServiceNow             |   132.53 |   194.73 |   31.94% |
| ADBE     | Adobe Inc.             |   252.23 |   370.86 |   31.99% |
| LRCX     | Lam Research           |   298.22 |   438.50 |   31.99% |
| DOW      | Dow Inc.               |    29.03 |    42.74 |   32.08% |
| PYPL     | PayPal                 |    53.72 |    79.22 |   32.18% |
| BX       | Blackstone Inc.        |   128.51 |   190.09 |   32.40% |
| IT       | Gartner                |   179.59 |   265.85 |   32.45% |
| VST      | Vistra Corp.           |   148.38 |   219.82 |   32.50% |
| LOW      | Lowe's                 |   196.82 |   293.06 |   32.84% |
| NOC      | Northrop Grumman       |   518.97 |   774.00 |   32.95% |
| CCL      | Carnival               |    22.75 |    34.03 |   33.15% |
| VRSK     | Verisk Analytics       |   176.20 |   263.67 |   33.17% |
| DECK     | Deckers Brands         |    81.27 |   122.29 |   33.54% |
| KKR      | KKR                    |   101.08 |   152.10 |   33.54% |
| BR       | Broadridge Financia... |   167.74 |   253.36 |   33.79% |
| GDDY     | GoDaddy                |    98.07 |   148.19 |   33.82% |
| IDXX     | Idexx Laboratories     |   504.70 |   769.98 |   34.45% |
| CE       | Celanese               |    46.09 |    70.70 |   34.81% |
| FSLR     | First Solar            |   209.03 |   320.95 |   34.87% |
| WYNN     | Wynn Resorts           |    87.70 |   134.72 |   34.90% |
| ADSK     | Autodesk               |   212.40 |   326.71 |   34.99% |
| LKQ      | LKQ Corporation        |    24.11 |    37.13 |   35.07% |
| LHX      | L3Harris               |   245.54 |   379.23 |   35.25% |
| AKAM     | Akamai Technologies    |   106.79 |   165.45 |   35.45% |
| ACN      | Accenture              |   183.90 |   291.09 |   36.82% |
| GNRC     | Generac                |   186.99 |   296.44 |   36.92% |
| PTC      | PTC Inc.               |   130.78 |   208.56 |   37.29% |
| LDOS     | Leidos                 |   128.86 |   205.77 |   37.38% |
| EFX      | Equifax                |   169.00 |   271.84 |   37.83% |
| NFLX     | Netflix                |    77.40 |   124.86 |   38.01% |
| AMAT     | Applied Materials      |   456.49 |   739.67 |   38.28% |
| CPB      | Campbell Soup Company  |    21.00 |    34.17 |   38.54% |
| CPRT     | Copart                 |    29.95 |    48.77 |   38.59% |
| GLW      | Corning Inc.           |   166.40 |   271.78 |   38.77% |
| ISRG     | Intuitive Surgical     |   369.15 |   603.88 |   38.87% |
| TYL      | Tyler Technologies     |   336.67 |   553.19 |   39.14% |
| HII      | Huntington Ingalls ... |   279.69 |   460.00 |   39.20% |
| LVS      | Las Vegas Sands        |    42.83 |    70.45 |   39.21% |
| AXON     | Axon Enterprise        |   479.34 |   792.16 |   39.49% |
| COO      | Cooper Companies (The) |    53.91 |    89.83 |   39.99% |
| NRG      | NRG Energy             |   113.46 |   189.96 |   40.27% |
| KLAC     | KLA Corporation        |   180.64 |   307.37 |   41.23% |
| ARE      | Alexandria Real Est... |    51.14 |    88.24 |   42.04% |
| LEN      | Lennar                 |    79.60 |   140.00 |   43.14% |
| ON       | ON Semiconductor       |    76.14 |   134.92 |   43.57% |
| WDC      | Western Digital        |   447.18 |   799.87 |   44.09% |
| FIS      | Fidelity National I... |    38.14 |    69.14 |   44.84% |
| NCLH     | Norwegian Cruise Li... |    14.82 |    27.18 |   45.47% |
| TSCO     | Tractor Supply         |    33.01 |    60.86 |   45.76% |
| ALB      | Albemarle Corporation  |   117.52 |   221.00 |   46.82% |
| EPAM     | EPAM Systems           |   117.91 |   222.53 |   47.01% |
| ROL      | Rollins Inc.           |    34.73 |    66.14 |   47.49% |
| POOL     | Pool Corporation       |   173.04 |   336.15 |   48.52% |
| APTV     | Aptiv                  |    45.54 |    88.93 |   48.79% |
| AMTM     | Amentum                |    19.46 |    38.11 |   48.94% |
| CHTR     | Charter Communications |   145.77 |   285.82 |   49.00% |
| PNR      | Pentair                |    56.58 |   113.95 |   50.35% |
| FICO     | Fair Isaac             |   985.39 |  1998.01 |   50.68% |
| ENPH     | Enphase Energy         |    36.35 |    73.74 |   50.71% |
| ZTS      | Zoetis                 |    72.97 |   150.05 |   51.37% |
| NKE      | Nike Inc.              |    36.80 |    76.97 |   52.19% |
| ORCL     | Oracle Corporation     |   150.28 |   329.50 |   54.39% |
| INTU     | Intuit                 |   321.57 |   705.08 |   54.39% |
| LULU     | Lululemon Athletica    |    98.97 |   225.98 |   56.20% |
| BLDR     | Builders FirstSource   |    60.37 |   145.68 |   58.56% |
| BSX      | Boston Scientific      |    42.98 |   105.65 |   59.32% |
| PODD     | Insulet Corporation    |   131.96 |   354.88 |   62.82% |
| CSGP     | CoStar Group           |    30.46 |    90.72 |   66.42% |
| FMC      | FMC Corporation        |    11.40 |    38.68 |   70.53% |
| PARA     | Paramount Global       |     1.00 |    79.60 |   98.75% |
+----------+------------------------+----------+----------+----------+
